シーケンス,サウンド バイトのテキスト,評価およびスコア,サウンド バイトのセンチメント,タイトル,情報源の種類,投稿タイプ,メディア タイプ,URL,ドメイン,公開日 (GMT+09:00) Tokyo,投稿者の性別,投稿者の URL,投稿者名,投稿者の ID,投稿者 ID,投稿者ロケーション - 国 1,投稿者のロケーション - 州/省 1,投稿者ロケーション - 市区町村 1,投稿者ロケーション - 国 2,投稿者のロケーション - 州/省 2,投稿者ロケーション - 市区町村 2,投稿者ロケーション - その他,フォロワー数/ユニーク ビジター数 (日単位),職業,関心,タグ,引用された投稿,引用された投稿者名,引用された投稿者の ID,合計エンゲージメント数,コメント投稿,「いいね！」する,シェア投稿,ビューを投稿,嫌いなものを投稿,製品名,製品階層,評価
451,トヨタ カムリ、日産 リーフ、マツダ CX5 が残る…世界カーオブザイヤーの第二次選考10台レスポンスrdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/SiddiqChelsey/statuses/956546530508337154,twitter.com,2018/01/26 0:17:19,Unknown,http://twitter.com/SiddiqChelsey,にゃーん,SiddiqChelsey,871122046163582977,,,,,,,,46,芸術・創作,,,,,,,,,,,,,,
452,日産 リーフ 新型、欧州受注が1万2000台超え　発売3か月 ytrd.net/?p=43876 #車 #中古車 #販売 #買い取り #無料 #見積もり,,ポジティブ,,Twitter,オリジナル,リンク,http://twitter.com/carexportkoza/statuses/956325863548571649,twitter.com,2018/01/25 9:40:28,Unknown,http://twitter.com/carexportkoza,🚗中古車⛴輸出業支援TL,carexportkoza,775726164962713600,日本,神奈川県,横浜市,,,,,200,,,,,,,,,,,,,,,
453,純粋にすごい数だ。。 → アプリ登録者は４億人にのぼる。 / 日産ら３社連合、中国配車大手と提携　シェア用ＥＶ提供 (朝日新聞デジタル) #NewsPicks npx.me/QWnn/rCXS,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/veg_kei/statuses/961384335101194242,twitter.com,2018/02/08 8:41:01,Unknown,http://twitter.com/veg_kei,KSK（24）,veg_kei,2997426978,,,,,,,,224,,スポーツ; 健康・フィットネス; 旅行,,,,,,,,,,,,,
454,投稿者により削除済み。,,,,,,,,,2018/01/19 12:25:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,日産 関専務「2018年に日産ブランド2車種など3モデル」…中国でのEV展開 dlvr.it/QGXl8Q pic.twitter.com/LlqTx2NVa3,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/Thaina_Town/statuses/964289002604867584,twitter.com,2018/02/16 9:03:08,Unknown,http://twitter.com/Thaina_Town,LOTUS-MASSAGE　タイナタウン,Thaina_Town,75498011,日本,千葉県,千葉市,日本,千葉県,,,1485,,,,,,,,,,,,,,,
456,日産リーフ乗ったけど、加速ハンパないな。 ジャガーが電気自動車に移行する理由も分からなくもない気がする。,,ポジティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/wonda_0/statuses/962304279351508997,twitter.com,2018/02/10 21:36:33,女性,http://twitter.com/wonda_0,wonda,wonda_0,2711672995,,,,,,,,65,,,,,,,,,,,,,,,
457,レスポンス ルノー日産三菱、中国配車アプリ大手と協業…EVのカーシェア実現へ レスポンス ルノー日産三菱アライアンスは2月7日、中国の滴滴出行と、中国国内でのEVのカーシェアリングプログラム… goo.gl/fb/BPEqwf #mitsubishi #三菱,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/MITSUBISHIinfom/statuses/961502102345453568,twitter.com,2018/02/08 16:28:59,Unknown,http://twitter.com/MITSUBISHIinfom,MITSUBISHI_info,MITSUBISHIinfom,1584500268,,,,,,,,460,,,,,,,,,,,,,,,
458,@sou_ube_mini4 @naf0303 日産さんは純EVのリーフをうまく表現してCM流している。 世界初の量産EVのi-MiEVなのにさぁ。。。 もっとうまくこの質感とパドルシフトを表現できないものか。。。 「世界で初めて量産されたEVに乗ろう、新i-MiEV！」というフレーズでさ。,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/HIROSHI_eK/statuses/962671341794091009,twitter.com,2018/02/11 21:55:08,男性,http://twitter.com/HIROSHI_eK,HIROSHI_eK,HIROSHI_eK,264649183,日本,兵庫県,,日本,大阪府,,,476,,自動車; 音楽; 写真と動画,,,,,,,,,,,,,
459,Response 最新トピック | ルノー日産三菱のEV世界販売、54万台超え…初代 リーフ から7年 ift.tt/2GyXBXJ #ニュース #ガジェット #エンジニア,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/gadget_research/statuses/958551754681053185,twitter.com,2018/01/31 13:05:22,Unknown,http://twitter.com/gadget_research,ガジェット情報リサーチ,gadget_research,714740568279105537,日本,東京都,,,,,,70,テクノロジー; 学生,,,,,,,,,,,,,,
460,#日産の対象車種どれでも1台プレゼント に応募しました！ 詳しくはこちら⇒ www2.nissan.co.jp/EVENT/PRIZE/17… 日産リーフ当たりますように＼(^^)／,,ポジティブ,,Twitter,オリジナル,リンク,http://twitter.com/UuNMzyGuvcxIlmw/statuses/962543077423439872,twitter.com,2018/02/11 13:25:27,Unknown,http://twitter.com/UuNMzyGuvcxIlmw,Ｔ,UuNMzyGuvcxIlmw,925330767038726145,,,,,,,,3,,,,,,,,,,,,,,,
461,#日産リーフ LF9さん…,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/B_Makkuro/statuses/954011645021270016,twitter.com,2018/01/19 0:24:35,Unknown,http://twitter.com/B_Makkuro,マックロモン,B_Makkuro,1674915055,,,,,,,,283,,,,,,,,,,,,,,,
462,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆す（オートックワン） rdsig.yahoo.co.jp/rss/l/headline…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/sophie_goood/statuses/958996199482232832,twitter.com,2018/02/01 18:31:25,Unknown,http://twitter.com/sophie_goood,sakamoto,sophie_goood,3002619241,,,,,,,,38,,,,,,,,,,,,,,,
463,中古の日産リーフってコスパ最高すぎないか？ vividantena.site/?p=137487 pic.twitter.com/G0tkxRvZze,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/102_212/statuses/955381909437210624,twitter.com,2018/01/22 19:09:32,Unknown,http://twitter.com/102_212,松本 和徳,102_212,1880979416,日本,岡山県,,,,,,2399,,,,,,,,,,,,,,,
464,大阪オートメッセ2018 日産ブース 展示車両 1. LEAF Grand Touring Concept 2. NISSAN GT-R NISMO 3. MOTUL AUTECH GT-R #OAM2018 #Nissan #NISMO pic.twitter.com/VreFW8NmDm,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/motorsport1043/statuses/964510621256466433,twitter.com,2018/02/16 23:43:46,男性,http://twitter.com/motorsport1043,Toshi@Motorsport,motorsport1043,949966595866046465,,,,,,,,32,,自動車; 写真と動画,,,,,,,,,,,,,
465,トヨタ カムリ、日産 リーフ、マツダ cx-5 が残る…世界カーオブザイヤーの第二次選考10台 douglasconrete.xyz/new-car/media/… pic.twitter.com/YPvJoKRdUP,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/frederic_goood/statuses/956799263316631552,twitter.com,2018/01/26 17:01:35,Unknown,http://twitter.com/frederic_goood,umemura,frederic_goood,2932766587,,,,,,,,34,,,,,,,,,,,,,,,
466,「ＥＶ出遅れた日本勢」で一歩先を行く日産　西川社長「第２段階にうまく移行」（SankeiBiz）- Yahoo!ニュース headlines.yahoo.co.jp/hl?a=20180215-…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/complexnum3er/statuses/964304485467136001,twitter.com,2018/02/16 10:04:39,Unknown,http://twitter.com/complexnum3er,大賀 蓮,complexnum3er,131044423,日本,東京都,杉並区,,,,,313,,,,,,,,,,,,,,,
467,EVは人の身体と一体化する？ 佐々木俊尚さんと体感する新型「日産リーフ」の実力 | lifehacker.jp/2018/01/180123…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/lifehack11/statuses/956830503759355905,twitter.com,2018/01/26 19:05:43,Unknown,http://twitter.com/lifehack11,lifehack,lifehack11,2681538204,,,,,,,,439,,,,,,,,,,,,,,,
468,日産 リーフ 新型の「e-pedal」を体感…女神湖で氷上・雪上試乗会［新聞ウォッチ］ douglasconrete.xyz/new-car/media/… pic.twitter.com/4P7zIV37kY,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/camille_god/statuses/957222152369004544,twitter.com,2018/01/27 21:02:00,男性,http://twitter.com/camille_god,kosaku,camille_god,2893997065,,,,,,,,48,,,,,,,,,,,,,,,
469,@Keisei_3031 ナイトプールに飛び込んだり ピカ子さんになったり ラーメンのコメントしてたり 日産リーフに乗ってそう(),,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/EratoSpirit/statuses/964564814193352704,twitter.com,2018/02/17 3:19:07,Unknown,http://twitter.com/EratoSpirit,札幌のツダージャ,EratoSpirit,1457838660,日本,北海道,,,,,,292,,テクノロジー,,,,,,,,,,,,,
470,EVは人の身体と一体化する？ 佐々木俊尚さんと体感する新型「日産リーフ」の実力 dlvr.it/QCqSBZ pic.twitter.com/HS96CW6Mld,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/friend20000102/statuses/956801170906890240,twitter.com,2018/01/26 17:09:10,Unknown,http://twitter.com/friend20000102,team follow back,friend20000102,2866408705,,,,,,,,1590,,,,,,,,,,,,,,,
471,ニッサン・リーフ試乗記 雪道での曲がりやすさ、コーナリングの正確さはガソリン車の比ではない goo.gl/fb/eTs2Hx,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/winwinwintel/statuses/964104384857636864,twitter.com,2018/02/15 20:49:32,Unknown,http://twitter.com/winwinwintel,ふゆはつとめて,winwinwintel,770535364029145088,,,,,,,,2225,,,,,,,,,,,,,,,
472,日産、2021年よりインフィニティにEVと「e-POWER」を投入 ift.tt/2rj1L2n,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/and_hashimoto/statuses/954096661860634625,twitter.com,2018/01/19 6:02:25,Unknown,http://twitter.com/and_hashimoto,and.hashimoto,and_hashimoto,2259661519,,,,,,,,122,,,,,,,,,,,,,,,
473,#NISSAN#日産#NEW#新型#LEAF#リーフ#エアコン#タイマー#スマホ#アプリ#充電#ナビ#電費#寒い夜#暖房#便利 それと、アプリで情報が見れたり、エアコン操作、ナビ連動、電費計算… instagram.com/p/BfTPoYMFXV2/,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/fuga3500sw/statuses/964864937595154432,twitter.com,2018/02/17 23:11:42,Unknown,http://twitter.com/fuga3500sw,小林　涼一,fuga3500sw,1495579526,,,,,,,,18,,,,,,,,,,,,,,,
474,中華が北米で電気自動車と同時に市場介入しだしたけど、充電規格でリーフは既に詰んでガラパゴス必至だし、VWも出始めたからいよいよ日産はゴーンと一緒にゴーン。途上国向けダットサンと、ルノーの部品屋になる日も近い。,,ネガティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/Convallaria_7/statuses/953955773922533376,twitter.com,2018/01/18 20:42:34,Unknown,http://twitter.com/Convallaria_7,Ξ屍,Convallaria_7,2345444270,,,,,,,,117,,,,,,,,,,,,,,,
475,日産リーフ #abe02,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/haratyousan/statuses/957440541364428800,twitter.com,2018/01/28 11:29:48,Unknown,http://twitter.com/haratyousan,はらちょう,haratyousan,1620698426,,,,,,,,121,,スポーツ; 文学; アウトドア,,,,,,,,,,,,,
476,The latest ウィークリー バロン! paper.li/finalcut0011/1… Thanks to @kotsubu0919 @majuzub @dai_plus #ヘモグロビン #日産リーフ,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/finalcut0011/statuses/959024705654132736,twitter.com,2018/02/01 20:24:42,Unknown,http://twitter.com/finalcut0011,バロン,finalcut0011,268737236,日本,大阪府,,,,,,18443,,音楽; スポーツ,,,,,,,,,,,,,
477,日産、中国に1兆円投資を発表。22年までにEVなどの電動車20種以上投入へ 2ant.jp/1802061502,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/mugen_fav/statuses/960740343770525696,twitter.com,2018/02/06 14:02:02,Unknown,http://twitter.com/mugen_fav,2ちゃんねるまとめ,mugen_fav,956942905,,,,,,,,5171,,,,,,,,,,,,,,,
478,日産、中国に1兆円投資を発表。22年までにEVなどの電動車20種以上投入へ bitcoin7.work/?p=3953 pic.twitter.com/iFB7Rr7TTm,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/773sofficial/statuses/960745718767071232,twitter.com,2018/02/06 14:23:23,Unknown,http://twitter.com/773sofficial,仮想通貨の夜明け（公式）,773sofficial,942836043006349317,,,,,,,,6988,,,,,,,,,,,,,,,
479,日産と三菱のEV開発、はやく一本化しないかな。それぞれの良いところを合わせるようなマネージメントができれば、という条件付きですけど（汗）,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/Ysplanning/statuses/961085546729758721,twitter.com,2018/02/07 12:53:45,Unknown,http://twitter.com/Ysplanning,山本晋也　【Yamamotosinya】,Ysplanning,5594982,日本,神奈川県,横浜市,,,,,2769,,,,,,,,,,,,,,,
480,日本じゃ売れないからね。ビジネスなんだし、可能性のある部分に賭けるでしょ。割り切ってていいんじゃない？悪い判断ではないと思うよ。日産、中国に1兆円投資を発表。22年までにEVなどの電動車20種以上投入へ : IT速報 blog.livedoor.jp/itsoku/archive…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/BaldrArch/statuses/960819460079738880,twitter.com,2018/02/06 19:16:25,Unknown,http://twitter.com/BaldrArch,Rain,BaldrArch,852728851402641408,日本,,,,,,,30,,,,,,,,,,,,,,,
481,日産 リーフ を凍った湖の上で走らせたらどうなるか【VR試乗】 e.exguide.jp日産-リーフ-を凍った湖の上で走らせたらどうな-2/ #usedcar #japanusedcar #car,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ucarexguide/statuses/959277761431875585,twitter.com,2018/02/02 13:10:15,Unknown,http://twitter.com/ucarexguide,中古車輸出の海外マーケット研究会,ucarexguide,1852851830,日本,東京都,,,,,,4295,,,,,,,,,,,,,,,
482,日産行ってきました。 担当の営業さん、めっさ売れてるみたいでした。 何より(o^^o) 🔐🔐 🔐🔐 🔐🔐 🔐🔐 国的にリーフの盗難が増えているので被害に遭わないよう車から離れる時は鍵を必ずかけるように言われました。,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/hello_leaf/statuses/962616501239873536,twitter.com,2018/02/11 18:17:13,Unknown,http://twitter.com/hello_leaf,リーフに恋して♡,hello_leaf,942765105002848256,,,,,,,,73,,,,,,,,,,,,,,,
483,そうしないと日産が生き残れないという判断なのだろう スカイラインやZが無くなるのは残念だけど、実際あれらは売れていないだろうから… 今後はEVと自動運転に力を入れていくということだね,,Neutral,,Twitter,オリジナル,メディアなし,http://twitter.com/Gunkt_Vorf/statuses/957549270718033920,twitter.com,2018/01/28 18:41:51,Unknown,http://twitter.com/Gunkt_Vorf,がんくと,Gunkt_Vorf,323837389,日本,北海道,札幌市,,,,,280,,,,,,,,,,,,,,,
484,タクシー専用車、教習車、シェア用車、用途特化の車 / 日産ら３社連合、中国配車大手と提携　シェア用ＥＶ提供 (朝日新聞デジタル) #NewsPicks npx.me/QWnn/Jh5d,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/LightSpeed_J/statuses/961453944181436418,twitter.com,2018/02/08 13:17:37,男性,http://twitter.com/LightSpeed_J,"KINOSHITA, Keiji",LightSpeed_J,10309572,日本,神奈川県,,,,,,1277,,,,,,,,,,,,,,,
485,何となく理解していたつもりでしたが、やはり量産は大変なのですね。その点では、当たり前のようにリーフを量産できる日産を誉めたい。 twitter.com/brandx271/stat…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/brandx271/statuses/962211333176410112,twitter.com,2018/02/10 15:27:13,Unknown,http://twitter.com/brandx271,K3,brandx271,186043312,日本,東京都,,,,,,81,,,,テスラが明かした「モデル3」生産地獄の実態（東洋経済オンライン） - Yahoo!ニュース https://t.co/uvAH2UDjeo @YahooNewsTopics,K3,brandx271,,,,,,,,,
486,トヨタ カムリ、日産 リーフ、マツダ cx-5 が残る…世界カーオブザイヤーの第二次選考10台 douglasconrete.xyz/new-car/media/… pic.twitter.com/T1fu2YQrsV,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/red_jaasper/statuses/956814588879785984,twitter.com,2018/01/26 18:02:29,女性,http://twitter.com/red_jaasper,日高弓子,red_jaasper,2993274871,,,,,,,,40,,,,,,,,,,,,,,,
487,#日産リーフ 糞。要りません。充電池がバカになったら廃車でしょ（充電池高すぎんだよ）。そんなの誰が乗るの。（反論は受け付けない）,,ネガティブ,,Twitter,オリジナル,メディアなし,http://twitter.com/geoundstu/statuses/954259124878852097,twitter.com,2018/01/19 16:47:59,Unknown,http://twitter.com/geoundstu,赤いSTUヲタと地理屋,geoundstu,927589377793974274,日本,,,,,,,62,,音楽; スポーツ,,,,,,,,,,,,,
488,【VOAドアバイザーに新車種】 車種専用設計/高速の風切音を配慮/雨や虫の侵入防ぐ/換気に最適 リーフ ドアバイザー VOA / ボア ニッサン / 日産 【ヤフーショッピング】 store.shopping.yahoo.co.jp/aps-charge2015… 【楽天】 item.rakuten.co.jp/autofilecharge… #VOA #ボア #日産リーフ #リーフ #ケースペック #ドアバイザー,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/Charge2018/statuses/962913401780387840,twitter.com,2018/02/12 13:56:59,Unknown,http://twitter.com/Charge2018,ちゃーじ,Charge2018,951924081573617664,日本,愛知県,,,,,,5,,ホームアンドガーデン,,,,,,,,,,,,,
489,【経済インサイド】日本の自動車業界で唯一、日産がＥＶに躍起なワケ - 産経ニュース sankei.com/premium/news/1… @Sankei_newsさんから,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ONSECeng/statuses/963259643232362496,twitter.com,2018/02/13 12:52:50,Unknown,http://twitter.com/ONSECeng,株式会社オンセック,ONSECeng,925226711314178048,日本,東京都,,,,,,28,テクノロジー,,,,,,,,,,,,,,
490,（衝撃映像）「モヤモヤさまぁ～ず2」で放送事故 youtu.be/lUVh3RknMPU #日産リーフ #小室哲哉 #せふほで本性が分かる #小室さん引退 #ウサミン #神か天使か悪魔 #TK引退 #引退表明 #TMNETWORK #シンデレラロード pic.twitter.com/m0c5VQruEW,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/indonoringo/statuses/954266061016260609,twitter.com,2018/01/19 17:15:33,Unknown,http://twitter.com/indonoringo,印度の林檎@情熱とテンション,indonoringo,298948446,日本,埼玉県,所沢市,,,,,2753,芸術・創作,音楽; テレビ,,,,,,,,,,,,,
491,2＝人気の　0＝レース結果は　6＝向こうのLEAF　 日産メールマガジンお誕生日企画 www2.nissan.co.jp/MAGAZINE/BIRTH…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ssmr1950/statuses/960797679503601664,twitter.com,2018/02/06 17:49:52,女性,http://twitter.com/ssmr1950,みきこ,ssmr1950,2872289923,,,,,,,,9,,,,,,,,,,,,,,,
492,「クルマとのインターフェースは今後、会話などによる双方向型へと進化していきます。そのときクルマは、コミュニケーションできるパートナーのような存在になっているはずです」bit.ly/2FVWDEj pic.twitter.com/p0WAkiXYtM,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/RazerDevices/statuses/954518928033656832,twitter.com,2018/01/20 10:00:21,Unknown,http://twitter.com/RazerDevices,razer_devices,RazerDevices,3250710318,,,,,,,,1563,,,,,,,,,,,,,,,
493,ルノー日産、ev向け急速充電ネットワークに参加…最大350kwの高出力 youtube.geo.jp/new-car/media/… pic.twitter.com/aqNQudCdzn,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/yellow_amber_ha/statuses/963483228987412481,twitter.com,2018/02/14 3:41:17,男性,http://twitter.com/yellow_amber_ha,黒岩浩二,yellow_amber_ha,2772739621,,,,,,,,53,,,,,,,,,,,,,,,
494,投稿者により削除済み。,,,,,,,,,2018/01/21 18:45:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,女神湖って、氷上を走行できるのか。：ニッサン・リーフ試乗記 雪道での曲がりやすさ、コーナリングの正確さはガソリン車の比ではない | 情報が知識にかわる自動車サイト - Auto Prove（オートプルーブ） autoprove.net/nissan/leaf/16…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ysadaharu/statuses/964676254749413377,twitter.com,2018/02/17 10:41:56,Unknown,http://twitter.com/ysadaharu,やすだはる,ysadaharu,10144132,日本,東京都,,,,,,701,,,,,,,,,,,,,,,
496,日産、2021年よりインフィニティにevと「e-power」を投入 douglasconrete.xyz/new-car/media/… pic.twitter.com/OJbYFpA2KV,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/william_god_luc/statuses/955000065889796096,twitter.com,2018/01/21 17:52:13,Unknown,http://twitter.com/william_god_luc,森谷,william_god_luc,2809004826,,,,,,,,26,,,,,,,,,,,,,,,
497,ルノー日産三菱、中国配車アプリ大手と協業…EVのカーシェア実現へ dlvr.it/QFSlNj #e燃費 pic.twitter.com/3yXXfRj6Ue,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/e_nenpi/statuses/961399819657928704,twitter.com,2018/02/08 9:42:33,Unknown,http://twitter.com/e_nenpi,e燃費,e_nenpi,131015469,日本,東京都,新宿区,,,,,6991,,,,,,,,,,,,,,,
498,【BladeGlider concept(NISSAN)】 EVの可能性を主張する新世代スポーツカー。名前は滑空機を意味し、戦闘機のコックピットのような運転フィールドを体験できる。pic.twitter.com/SUehZU6miV,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/Taiyosunsun1105/statuses/956484183861354497,twitter.com,2018/01/25 20:09:34,Unknown,http://twitter.com/Taiyosunsun1105,あんな車 こんな車まとめ チャンネル,Taiyosunsun1105,794904234814685184,,,,,,,,2062,,,,,,,,,,,,,,,
499,日本経済新聞 マツダ・日産、エンジン磨く ＣＯ２「ＥＶ並みに」 日本経済新聞 世界で電気自動車（ＥＶ）シフトが広がる中、マツダや日産自動車などが内燃機関の新技術を相次ぎ開発している。成熟した… 2bit.tk/XJjo9,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/matsuda40546258/statuses/957300548088168448,twitter.com,2018/01/28 2:13:31,Unknown,http://twitter.com/matsuda40546258,マツダ,matsuda40546258,1338732217,,,,,,,,435,,,,,,,,,,,,,,,
500,名古屋は明日と明後日、雪の予報が出ています。なので余裕はありますが、夕方に日産ディーラで充電 本日多忙のため昼食を食べれずだったのでモーレツな空腹感に襲われ、近くのコンビニのイートインにてカツサンドを食しました しかぁし一切れ食べたところでウェッとなり半分お持ち帰りです #日産リーフ pic.twitter.com/hHAULD8cah,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/ITO_Karin/statuses/955803347658842112,twitter.com,2018/01/23 23:04:10,女性,http://twitter.com/ITO_Karin,伊藤花梨,ITO_Karin,244094440,日本,愛知県,名古屋市,,,,,956,Homemaker,自動車,,,,,,,,,,,,,
501,@kazu_4_24 これを機会に、どうぞ宜しくお願いします。 ぜひ、新型 #日産リーフ のこと、いろいろ教えてください。,,Neutral,,Twitter,返信およびコメント,メディアなし,http://twitter.com/leaf_miharuno/statuses/965018939435577346,twitter.com,2018/02/18 9:23:39,Unknown,http://twitter.com/leaf_miharuno,leaf_miharuno,leaf_miharuno,491269466,日本,千葉県,,,,,,735,,,,,,,,,,,,,,,
502,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆す e.exguide.jp日産、トヨタもビックリ！ポルシェが「超急速充/ #usedcar #japanusedcar #car,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ucarexguide/statuses/958673190686879744,twitter.com,2018/01/31 21:07:54,Unknown,http://twitter.com/ucarexguide,中古車輸出の海外マーケット研究会,ucarexguide,1852851830,日本,東京都,,,,,,4295,,,,,,,,,,,,,,,
503,400キロも走れないっつーの。誇大広告。 / “バッテリーサイズは同じでも新型日産リーフが航続距離400kmを実現できた理由とは（WEB CARTOP） - ニュース【新車情報】 - carview! - 自動車” htn.to/5di9wgy,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/identifier/statuses/959020380479356928,twitter.com,2018/02/01 20:07:31,Unknown,http://twitter.com/identifier,identifier,identifier,10037832,,,,,,,,94,,,,,,,,,,,,,,,
504,The latest パソコン改造記の憂鬱日報! paper.li/saigusaharuka?… #日産リーフで走ってみた #日産リーフ,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/saigusaharuka/statuses/964177980632322048,twitter.com,2018/02/16 1:41:58,Unknown,http://twitter.com/saigusaharuka,i-ji-@3/17 WUG,saigusaharuka,51726069,,,,,,,,418,Personal and Home Services,,,,,,,,,,,,,,
505,日産、中国の電動化を推進…2022年までに全販売の3割を電動車へ exguide.jp日産、中国の電動化を推進2022年までに全販売の3/ #中古車 #車屋 #ネットビジネス,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/ucarexguide/statuses/960636718469623808,twitter.com,2018/02/06 7:10:16,Unknown,http://twitter.com/ucarexguide,中古車輸出の海外マーケット研究会,ucarexguide,1852851830,日本,東京都,,,,,,4291,,,,,,,,,,,,,,,
506,日産、トヨタもビックリ！ポルシェが「超急速充電」発表でEVの常識を覆すオートックワン newsresrt.tokyo/jpa/posts/6828…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/harigansoraza/statuses/958667108530843649,twitter.com,2018/01/31 20:43:44,Unknown,http://twitter.com/harigansoraza,なぽり,harigansoraza,124734331,アメリカ合衆国,カリフォルニア,ロングビーチ,,,,,285,,,,,,,,,,,,,,,
507,日産 リーフ が残る、WCOTYグリーンカーの第二次選考4車種（レスポンス） golf3wtravel.com/2018/01/26/%e6…,,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/w4fcbefg/statuses/956577125452140544,twitter.com,2018/01/26 2:18:53,Unknown,http://twitter.com/w4fcbefg,いい女になるぞ！,w4fcbefg,2742225001,,,,,,,,2917,,,,,,,,,,,,,,,
508,隣の車が充電終わっていたら引き抜いて差し替えてもいいのですか？ もう、差し替えてもらったのですけど・・ ドライバーさん戻ってこないので、日産の方に相談したら引き抜いて差し替えてくださいましたが・・ 戻ってきたら、ちょっと不安。 あ、お辞儀して帰っていかれました。 pic.twitter.com/0PBk6EqdIG,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/hello_leaf/statuses/955745038016831488,twitter.com,2018/01/23 19:12:28,Unknown,http://twitter.com/hello_leaf,日産リーフに恋をして♡,hello_leaf,942765105002848256,,,,,,,,47,,,,,,,,,,,,,,,
509,日産、2021年よりインフィニティにevと「e-power」を投入 douglasconrete.xyz/new-car/media/… pic.twitter.com/QYUlV0hPkE,,Neutral,,Twitter,オリジナル,リンク; 画像,http://twitter.com/adrien_happpy/statuses/955016673643425792,twitter.com,2018/01/21 18:58:13,男性,http://twitter.com/adrien_happpy,toshinobu,adrien_happpy,2896850185,,,,,,,,48,,,,,,,,,,,,,,,
510,"""中期型２４ｋＷで、走行６．４万キロです。 １００％充電で、新車時約１７５ｋｍ、現在約１５０ｋｍです。 ３０ｋＷタイプのリーフであれば、２００ｋｍは走ると思います"" 航続距離について質問です。　日産リーフQ&A bit.ly/2GivxXx",,Neutral,,Twitter,オリジナル,リンク,http://twitter.com/nazenazeboy/statuses/964786597664251904,twitter.com,2018/02/17 18:00:24,Unknown,http://twitter.com/nazenazeboy,nazenazeboy,nazenazeboy,20366542,,,,,,,,610,,,,,,,,,,,,,,,
511,#bayfm_it 某日産で見かけた 新型リーフ（二度目） pic.twitter.com/JqPOyKc7eg,,Neutral,,Twitter,オリジナル,画像,http://twitter.com/tnakanaka79/statuses/963287091596615682,twitter.com,2018/02/13 14:41:54,Unknown,http://twitter.com/tnakanaka79,カムカムじぃ,tnakanaka79,189208423,,,,,,,,129,,,,,,,,,,,,,,,
